City,Community,Pincode,Impact_2024-04,Impact_2024-05,Impact_2024-06,Impact_2024-07,Impact_2024-08,Impact_2024-09,Impact_2024-10,Impact_2024-11,Impact_2024-12,Impact_2025-01,Impact_2025-02,Impact_2025-03,Tonnage_2024-04,Tonnage_2024-05,Tonnage_2024-06,Tonnage_2024-07,Tonnage_2024-08,Tonnage_2024-09,Tonnage_2024-10,Tonnage_2024-11,Tonnage_2024-12,Tonnage_2025-01,Tonnage_2025-02,Tonnage_2025-03,CO2_Kgs_Averted_2024-04,CO2_Kgs_Averted_2024-05,CO2_Kgs_Averted_2024-06,CO2_Kgs_Averted_2024-07,CO2_Kgs_Averted_2024-08,CO2_Kgs_Averted_2024-09,CO2_Kgs_Averted_2024-10,CO2_Kgs_Averted_2024-11,CO2_Kgs_Averted_2024-12,CO2_Kgs_Averted_2025-01,CO2_Kgs_Averted_2025-02,CO2_Kgs_Averted_2025-03,Households_Participating_2024-04,Households_Participating_2024-05,Households_Participating_2024-06,Households_Participating_2024-07,Households_Participating_2024-08,Households_Participating_2024-09,Households_Participating_2024-10,Households_Participating_2024-11,Households_Participating_2024-12,Households_Participating_2025-01,Households_Participating_2025-02,Households_Participating_2025-03,Segregation_Compliance_Pct_2024-04,Segregation_Compliance_Pct_2024-05,Segregation_Compliance_Pct_2024-06,Segregation_Compliance_Pct_2024-07,Segregation_Compliance_Pct_2024-08,Segregation_Compliance_Pct_2024-09,Segregation_Compliance_Pct_2024-10,Segregation_Compliance_Pct_2024-11,Segregation_Compliance_Pct_2024-12,Segregation_Compliance_Pct_2025-01,Segregation_Compliance_Pct_2025-02,Segregation_Compliance_Pct_2025-03
Bangalore,C0036,560075,4406,5938,6324,4590,1196,3724,2414,8648,3063,8591,9271,4921,58.02105669,49.26337315,84.87507014,60.65405304,98.68507218,32.5274027,69.25415749,53.66136641,58.01044328,19.16083695,33.02007287,25.05378704,905.1373924,4806.073995,4332.057369,722.2688465,1473.177289,2091.68222,2180.56871,2047.447782,3770.154327,2516.06786,1177.649548,4223.633815,371,60,18,42,379,225,397,123,320,405,137,149,73.31505095,52.06196767,71.16953902,62.26199407,70.88545528,76.82231744,74.03099165,80.70051082,86.7801595,85.53955763,65.60701672,93.36762106
Bangalore,C0037,560077,3745,2655,5998,2056,4731,5411,2974,1754,5928,3558,6439,3133,80.38923113,95.80742144,42.92856297,31.1302052,73.339491,18.73060017,67.66120848,50.33604648,25.27394114,72.98506518,77.12083755,93.8933408,3504.528503,3228.623079,2571.122687,1784.813176,1267.411617,1754.623445,4407.478628,2038.229273,4042.985908,4650.527627,1797.40976,627.0916601,313,240,127,48,341,456,232,153,372,160,346,272,80.7374961,62.28680076,53.40276809,67.19783766,61.8128473,60.4761981,70.03895156,63.0158566,83.07104141,72.02118894,52.66603901,54.82000651
Bangalore,C0038,560018,1351,1786,4632,6274,2883,2655,9376,3148,4434,4734,6134,1341,39.79446215,58.36563106,56.10343911,82.23984313,32.0548814,74.7895216,80.52796919,85.61875967,76.63308178,74.9327284,25.38677697,47.16582479,2392.761371,4815.602782,4711.408638,4223.074313,4442.317049,4653.390452,2585.334154,3182.731022,1064.650026,3518.277814,627.6468253,3010.446957,351,16,330,177,41,103,245,371,17,266,208,278,56.64840976,72.31405096,99.41392888,84.10544843,78.151686,60.56994469,94.18690144,79.22164126,99.7020237,62.58912932,88.38996593,80.9377376
Bangalore,C0039,560091,7953,8267,2358,6846,6686,2409,7712,9150,7750,6425,9289,6599,40.16736099,71.6884336,90.61668686,73.94200951,10.29300096,61.73948504,46.41256303,29.04402553,84.62419268,75.503802,18.72743842,67.59430029,1131.278476,4328.452042,3424.55833,3331.828205,3984.313812,1211.304755,4910.86406,3268.082712,1042.822535,921.4519245,4004.263996,3012.836326,468,122,249,376,189,220,332,309,263,37,359,359,62.13532259,58.29686095,99.6514329,63.72238036,54.55143949,50.40881065,81.00908052,80.14743029,88.53277614,78.32766674,91.91132193,58.78330917
Bangalore,C0040,560100,7304,5950,2254,9875,6447,6561,6640,8471,9155,2085,1155,7622,47.14802335,22.24876948,99.28757959,64.98395889,62.39514315,34.22645946,60.319955,99.82841524,52.92358613,96.28585006,14.11384687,32.7109397,4313.728878,3008.047596,3035.657818,1553.547863,3383.784219,3884.013333,1861.228314,3464.128813,3318.012605,2894.962033,3633.115068,1998.195434,182,458,498,77,471,188,214,270,402,10,143,174,98.63886019,91.72901319,80.27626778,56.34036754,93.94730006,86.88042188,82.44263479,97.22673488,92.86621161,55.66036029,62.90060236,83.67056346
Bangalore,C0041,560068,2860,9004,9655,8055,6870,8121,1465,4573,2431,3127,5402,3735,70.98304233,75.23113404,92.27593417,68.31781354,39.33896562,53.27823589,72.74694538,48.71929727,36.75627496,38.24825577,39.25290049,48.60494652,2617.234971,4679.94088,1922.969702,4924.973261,2239.992781,2300.655092,4077.29191,3352.7057,2909.209419,2340.982166,1963.937133,4664.860837,110,456,18,365,154,254,408,324,375,174,57,375,51.73737908,67.3852626,77.11760692,57.57725756,60.48116112,51.19548668,76.84716807,78.74591673,58.87877516,87.14784778,54.29315571,72.52498185
Bangalore,C0042,560048,6721,7655,5508,3567,1970,1415,8002,6096,8758,2771,2860,7350,45.81714975,83.35773402,82.85703821,58.65860067,80.59435662,76.30973181,68.51819675,17.1622327,13.0157412,48.48453816,88.60401418,32.09031183,745.7096789,1901.822435,2674.287318,4030.479811,3053.542684,774.3011573,3959.930473,1724.262049,2944.055263,2394.989773,1932.168151,2508.668344,162,439,86,130,278,95,451,457,330,375,214,312,66.35969929,96.15931833,98.57288089,90.45097393,99.82499687,94.22485204,94.43439497,50.65190917,52.07385925,89.40143186,71.32381134,68.73525129
Bangalore,C0043,560035,4591,6781,6182,2287,1676,7278,7051,1597,9516,4369,5938,6949,15.92659487,52.32772953,96.74422658,45.22828854,97.42029137,54.42565735,91.64291639,38.41066081,99.06980505,24.4713445,79.57077955,94.14837602,1360.546222,3587.418475,4895.620026,4137.824871,2359.759065,3690.02686,733.547565,4554.636502,4927.486456,4377.518207,4592.322949,1080.31266,392,368,303,299,69,374,339,214,204,196,186,146,68.65832321,63.28394906,56.96294997,95.76170493,88.09982956,87.84542069,76.96362075,77.13495787,90.1195344,60.5057078,98.52292788,88.27175575
Bangalore,C0044,560017,3907,7387,4235,9439,3393,3680,3701,9423,1119,2243,5648,1520,86.48897276,45.81860912,92.37791973,20.6434498,98.09239069,92.46651671,16.52678088,46.2257947,46.19021395,69.51308759,85.6800849,22.65081191,4113.81486,3708.139653,900.1899109,3004.235545,513.4371837,2933.27435,2673.198353,1393.394704,3453.182983,3242.097729,4420.854555,4382.561331,354,75,486,243,201,463,215,81,281,350,108,14,52.51076614,67.89540819,57.0480932,84.70080568,60.61054164,82.2992911,81.77597363,93.58105882,91.87269188,52.9231502,85.81640192,50.68385827
Chennai,C0045,600127,5807,6750,2882,8341,8154,8409,9180,8795,5725,7912,9880,4696,99.30921504,37.61579433,57.10465274,58.94195421,87.74284291,88.99709073,98.24573098,44.88102052,43.5221943,99.93469857,20.1466021,66.9277859,4762.635487,3285.35426,4194.794353,855.886242,528.5613775,3300.639007,4222.155133,4940.124227,4869.40018,3211.089539,1549.225672,679.2350564,169,435,36,375,165,56,411,242,107,263,216,492,96.01194315,50.33508637,66.84030596,61.0777283,52.57786002,50.42799018,66.52965722,73.07592569,55.54989667,99.9956096,68.83062987,52.67087844
Chennai,C0046,600010,9793,6758,9374,5071,1372,2205,9246,9602,4541,4318,8474,6748,53.29087294,50.77986638,38.10664616,58.93443465,91.17036429,59.5576057,32.37237979,74.34616453,99.49993491,35.01654228,41.31337426,41.50610241,2842.441469,3039.010676,2802.739031,2557.301146,1308.009872,2542.720077,1241.696367,4240.483305,1508.326521,1883.929645,4374.705454,4779.996229,119,102,119,372,419,335,378,173,12,46,468,114,77.82751309,66.37614884,79.79326336,79.50626571,57.21916579,95.04645525,69.66767526,84.37485513,88.05939526,66.88409872,85.78825585,81.49995341
Chennai,C0047,600131,4997,1299,4416,3630,3227,2444,7231,3849,1305,7915,3118,5484,10.64244714,79.03081239,90.13962874,13.36736133,10.52052581,48.51175017,46.04487784,73.03675292,37.58779147,56.96537642,33.09404934,14.22170429,1104.071091,4231.884702,1725.159758,3534.260529,4140.198938,3717.925439,2098.648723,1220.991218,3257.641874,4155.968012,2054.730358,4458.776998,70,315,27,11,383,312,234,50,458,417,446,325,67.31636554,85.43128901,92.71723807,62.04152701,74.52873276,59.18161812,66.82889362,74.98782215,84.03533961,92.7294756,59.55535926,72.42424858
Chennai,C0048,600130,1404,7001,8815,9234,2659,3266,7327,2690,5322,9860,5815,3233,64.7685288,44.02586755,11.92524381,59.65994237,28.80989146,40.39428156,64.20273845,34.15556657,18.37109739,24.87316712,69.91610799,49.65981199,3309.517477,1308.883868,1228.417639,2242.843203,4498.073274,4770.308687,1951.937178,1033.657937,4490.428997,3374.04447,1215.368481,4418.694649,360,307,164,256,236,13,108,490,226,427,417,64,75.49223858,70.04589548,77.14744777,75.09366045,65.96694379,52.67219432,75.62835355,59.08833133,98.75641136,93.02397748,52.26029117,77.64228804
Chennai,C0049,600004,1236,9770,4134,1840,1454,1151,3042,4987,2771,4117,3466,9869,92.31706766,33.99231541,83.07935627,45.74449202,62.25851455,74.51563013,49.66586118,77.56786403,76.40916112,94.82075132,95.70401339,39.3205718,4229.873227,2998.80317,1546.11972,2988.328513,1310.982236,3556.355421,738.0837946,2931.403397,2491.591383,4048.611955,3492.16845,2705.964908,326,494,460,228,382,61,301,115,408,89,14,191,88.43790585,70.70649327,64.76239135,69.72535468,83.49138202,74.08399604,80.93778993,72.62422786,87.27095082,85.32256604,98.00207709,85.45294703
Chennai,C0050,600028,2304,2299,2212,1957,3470,1876,5844,4255,2435,9754,2907,2897,66.76423614,84.80089982,45.59603871,99.70542006,23.20928011,79.80238663,98.33761543,88.72704894,96.81760319,96.7859848,94.19239549,17.39297815,4307.000756,3801.28148,2983.677394,3199.288349,3030.994902,1224.773642,3053.097888,2812.163821,3713.291761,2580.768548,4146.769913,4891.20249,260,193,479,81,292,180,93,215,416,416,123,167,51.80768262,94.43002438,83.21608356,93.92515911,98.15945542,83.01812485,66.79090907,78.54269719,89.15151009,91.66107767,84.63111495,60.06121745
Chennai,C0051,600100,5665,5105,2696,8468,9718,5798,9498,9103,3781,1313,2122,9016,99.54483695,27.71975718,65.36404867,34.50637647,60.71153863,85.75866345,70.80504995,32.07986716,61.17136772,43.35270948,78.52780575,75.08814144,4368.397337,3615.97291,4013.577092,2473.756453,3435.117182,516.0027908,2165.949705,3736.046235,1302.499115,671.7357693,3938.925178,4290.399101,200,431,232,281,342,346,460,271,113,353,201,351,92.64977609,96.49254492,74.46051997,90.12198356,86.86939518,86.26657959,68.17694669,51.78264374,60.05281806,78.38361948,92.99390899,89.36742525
Chennai,C0052,600116,7093,2042,6606,9748,4098,2952,8857,4858,3278,8784,4660,3764,34.2673488,75.80917465,91.04497457,41.04174298,62.22774414,43.21753954,39.51610228,89.7055111,67.6436676,78.61670488,90.1327064,95.7774331,4644.065335,3477.921782,3545.015074,2739.219203,3318.769518,3271.936835,4702.648028,3984.097623,4210.421245,4363.125661,4711.989578,2330.087391,285,497,378,28,176,272,439,118,185,290,411,464,92.25059605,86.04614513,81.36370502,98.27417053,72.85056929,63.17639111,85.79288374,70.22851228,70.07653222,62.71712896,84.33617027,65.42231165
Chennai,C0053,600010,8300,9189,6585,8429,6566,3847,8981,3142,6691,2959,1142,9853,25.33911543,97.66076417,14.73994649,42.93794862,41.16563353,45.26360278,90.09018862,62.52519199,52.49512264,22.81430492,16.46728105,26.6519044,778.4556376,974.8928439,2693.343887,748.1673481,3693.676215,3865.027197,4693.980491,959.3542118,2651.016525,2357.996569,3858.220753,4997.879894,141,441,73,131,47,309,419,340,302,467,118,132,91.7167006,82.69529486,60.21179714,72.56965984,61.22538853,79.5208415,85.68985605,86.86805269,58.03085961,77.93493664,83.10394759,60.59365129
